Augmented_Smiles,Augmented_Selfies
c1(CC2SC(=O)NC2=O)ccc(OCCc2ccc(CC)cn2)cc1,[C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][=C][C][=C][Branch1][S][O][C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=N][Ring1][Branch2][C][=C][Ring2][Ring1][=Branch2]
S1C(Cc2ccc(OCCc3ccc(CC)cn3)cc2)C(=O)NC1=O,[S][C][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][S][O][C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=N][Ring1][Branch2][C][=C][Ring1][P][C][=Branch1][C][=O][N][C][Ring2][Ring1][Branch2][=O]
c1c(CC)cnc(CCOc2ccc(CC3C(=O)NC(=O)S3)cc2)c1,[C][=C][Branch1][Ring1][C][C][C][=N][C][Branch2][Ring1][N][C][C][O][C][=C][C][=C][Branch1][#C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][S][Ring1][#Branch1][C][=C][Ring1][=C][=C][Ring2][Ring1][=Branch2]
C1(Cc2ccc(OCCc3ccc(CC)cn3)cc2)SC(=O)NC1=O,[C][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][S][O][C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=N][Ring1][Branch2][C][=C][Ring1][P][S][C][=Branch1][C][=O][N][C][Ring2][Ring1][Branch2][=O]
c1c(CC)cnc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)c1,[C][=C][Branch1][Ring1][C][C][C][=N][C][Branch2][Ring1][#Branch2][C][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][=C][Ring2][Ring1][=Branch2]
c1(CCOc2ccc(CC3SC(=O)NC3=O)cc2)ncc(CC)cc1,[C][Branch2][Ring1][#Branch2][C][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][=N][C][=C][Branch1][Ring1][C][C][C][=C][Ring2][Ring1][=Branch2]
C1(=O)NC(=O)C(Cc2ccc(OCCc3ccc(CC)cn3)cc2)S1,[C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Branch2][Ring1][O][C][C][=C][C][=C][Branch1][S][O][C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=N][Ring1][Branch2][C][=C][Ring1][P][S][Ring2][Ring1][=Branch2]
c1c(CC)ccc(CCOc2ccc(CC3C(=O)NC(=O)S3)cc2)n1,[C][=C][Branch1][Ring1][C][C][C][=C][C][Branch2][Ring1][N][C][C][O][C][=C][C][=C][Branch1][#C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][S][Ring1][#Branch1][C][=C][Ring1][=C][=N][Ring2][Ring1][=Branch2]
c1c(CC)ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)n1,[C][=C][Branch1][Ring1][C][C][C][=C][C][Branch2][Ring1][#Branch2][C][C][O][C][=C][C][=C][Branch1][=N][C][C][S][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][Ring1][=C][=N][Ring2][Ring1][=Branch2]
n1c(N(S(C)(=O)=O)C)nc(-c2ccc(F)cc2)c(/C=C/[C@H](C[C@H](CC(=O)O)O)O)c1C(C)C,[N][=C][Branch1][=N][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Branch2][Ring1][C][/C][=C][/C@H1][Branch1][N][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][O][=C][Ring2][Ring1][=C][C][Branch1][C][C][C]
C([C@H](O)C[C@H](O)/C=C/c1c(-c2ccc(F)cc2)nc(N(C)S(=O)(C)=O)nc1C(C)C)C(O)=O,[C][Branch2][Branch1][Branch1][C@H1][Branch1][C][O][C][C@H1][Branch1][C][O][/C][=C][/C][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=C][Branch1][=N][N][Branch1][C][C][S][=Branch1][C][=O][Branch1][C][C][=O][N][=C][Ring2][Ring1][Ring1][C][Branch1][C][C][C][C][Branch1][C][O][=O]
C(\[C@@H](O)C[C@@H](O)CC(=O)O)=C/c1c(-c2ccc(F)cc2)nc(N(C)S(=O)(=O)C)nc1C(C)C,[C][Branch1][S][\C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][=C][/C][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=C][Branch1][=N][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=C][Ring2][Ring1][Ring1][C][Branch1][C][C][C]
n1c(-c2ccc(F)cc2)c(/C=C/[C@H](C[C@H](CC(=O)O)O)O)c(C(C)C)nc1N(C)S(C)(=O)=O,[N][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Branch2][Ring1][C][/C][=C][/C@H1][Branch1][N][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][O][=C][Branch1][=Branch1][C][Branch1][C][C][C][N][=C][Ring2][Ring1][O][N][Branch1][C][C][S][Branch1][C][C][=Branch1][C][=O][=O]
c1c(F)ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc(N(C)S(=O)(C)=O)n2)c1,[C][=C][Branch1][C][F][C][=C][C][Branch2][Branch1][Ring1][C][=C][Branch2][Ring1][C][/C][=C][/C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][C][Branch1][=N][N][Branch1][C][C][S][=Branch1][C][=O][Branch1][C][C][=O][=N][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][P]
c1(/C=C/[C@H](C[C@H](CC(O)=O)O)O)c(C(C)C)nc(N(S(C)(=O)=O)C)nc1-c1ccc(F)cc1,[C][Branch2][Ring1][C][/C][=C][/C@H1][Branch1][N][C][C@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][O][O][=C][Branch1][=Branch1][C][Branch1][C][C][C][N][=C][Branch1][=N][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][N][=C][Ring2][Ring1][#Branch2][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
N(C)(c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H](O)C[C@H](CC(=O)O)O)c(C(C)C)n1)S(=O)(C)=O,[N][Branch1][C][C][Branch2][Branch1][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Branch2][Ring1][C][/C][=C][/C@@H1][Branch1][C][O][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring2][Ring1][O][S][=Branch1][C][=O][Branch1][C][C][=O]
c1(N(S(=O)(=O)C)C)nc(-c2ccc(F)cc2)c(/C=C/[C@H](C[C@@H](O)CC(O)=O)O)c(C(C)C)n1,[C][Branch1][=N][N][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=C][Branch2][Ring1][C][/C][=C][/C@H1][Branch1][N][C][C@@H1][Branch1][C][O][C][C][Branch1][C][O][=O][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring2][Ring1][P]
O[C@@H](CC(=O)O)C[C@@H](/C=C/c1c(C(C)C)nc(N(S(C)(=O)=O)C)nc1-c1ccc(F)cc1)O,[O][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C@@H1][Branch2][Ring2][O][/C][=C][/C][=C][Branch1][=Branch1][C][Branch1][C][C][C][N][=C][Branch1][=N][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][N][=C][Ring1][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O]
OC(=O)C[C@@H](C[C@H](O)/C=C/c1c(-c2ccc(F)cc2)nc(N(C)S(C)(=O)=O)nc1C(C)C)O,[O][C][=Branch1][C][=O][C][C@@H1][Branch2][Ring2][P][C][C@H1][Branch1][C][O][/C][=C][/C][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=C][Branch1][=N][N][Branch1][C][C][S][Branch1][C][C][=Branch1][C][=O][=O][N][=C][Ring2][Ring1][Ring1][C][Branch1][C][C][C][O]
[C@@H]12CCCC[C@@H]1CN(C[C@H]([C@@H](NC(=O)[C@@H](NC(=O)c1ccc3c(cccc3)n1)CC(=O)N)Cc1ccccc1)O)[C@H](C(NC(C)(C)C)=O)C2,[C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Branch2][Branch1][Branch2][C][C@H1][Branch2][Branch1][C][C@@H1][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][Ring2][Ring2][P]
C(C(N)=O)[C@@H](C(N[C@H]([C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@H]2[C@H](CCCC2)C1)Cc1ccccc1)=O)NC(=O)c1ccc2c(cccc2)n1,[C][Branch1][=Branch1][C][Branch1][C][N][=O][C@@H1][Branch2][Branch1][Branch2][C][Branch2][Branch1][Ring1][N][C@H1][Branch2][Ring2][Branch1][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][C@H1][Branch1][#Branch1][C][C][C][C][Ring1][=Branch1][C][Ring1][P][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2]
O=C([C@H]1N(C[C@H]([C@@H](NC(=O)[C@@H](NC(c2nc3c(cccc3)cc2)=O)CC(N)=O)Cc2ccccc2)O)C[C@H]2CCCC[C@H]2C1)NC(C)(C)C,[O][=C][Branch2][=Branch1][#Branch2][C@H1][N][Branch2][Branch1][Branch2][C][C@H1][Branch2][Branch1][C][C@@H1][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][Branch1][P][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][C][Branch1][C][N][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][Ring2][Ring2][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C]
[C@@H]12CCCC[C@@H]1CN(C[C@@H](O)[C@@H](NC([C@H](CC(N)=O)NC(=O)c1nc3ccccc3cc1)=O)Cc1ccccc1)[C@H](C(=O)NC(C)(C)C)C2,[C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][N][Branch2][Branch1][Branch1][C][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring2][Ring1][N][C][Branch2][Ring1][=N][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][P]
O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(NC(C)(C)C)=O)[C@@H](NC(c1nc2c(cccc2)cc1)=O)CC(=O)N,[O][=C][Branch2][Ring2][=C][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][Branch1][P][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][C][=Branch1][C][=O][N]
O=C([C@@H](NC(c1nc2ccccc2cc1)=O)CC(=O)N)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,[O][=C][Branch2][Ring1][=C][C@@H1][Branch2][Ring1][Ring2][N][C][Branch1][#C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][C][=Branch1][C][=O][N][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
c1cccc2nc(C(N[C@@H](CC(N)=O)C(N[C@@H](Cc3ccccc3)[C@H](O)CN3[C@H](C(=O)NC(C)(C)C)C[C@@H]4CCCC[C@@H]4C3)=O)=O)ccc12,[C][=C][C][=C][C][=N][C][Branch2][=Branch1][Ring2][C][Branch2][Branch1][#C][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][Branch2][Ring2][S][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][Ring1][P][=O][=O][=C][C][=C][Ring2][Ring2][P][Ring2][Ring2][=N]
C1[C@H]2[C@@H](CN(C[C@H]([C@@H](NC([C@H](CC(N)=O)NC(=O)c3nc4c(cc3)cccc4)=O)Cc3ccccc3)O)[C@@H]1C(NC(C)(C)C)=O)CCCC2,[C][C@H1][C@@H1][Branch2][=Branch1][=C][C][N][Branch2][Branch1][Branch2][C][C@H1][Branch2][Branch1][C][C@@H1][Branch2][Ring2][Branch1][N][C][Branch2][Ring1][#C][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@@H1][Ring2][Ring2][=Branch1][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C][C][C][Ring2][Ring2][S]
O=C(N[C@H]([C@@H](CN1[C@H](C(=O)NC(C)(C)C)C[C@@H]2CCCC[C@@H]2C1)O)Cc1ccccc1)[C@H](CC(=O)N)NC(c1ccc2c(cccc2)n1)=O,[O][=C][Branch2][Branch1][C][N][C@H1][Branch2][Ring2][Ring2][C@@H1][Branch2][Ring1][#C][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][Ring1][P][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][Branch1][P][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][=O]
N([C@H]([C@H](O)CN1[C@H](C(=O)NC(C)(C)C)C[C@@H]2CCCC[C@@H]2C1)Cc1ccccc1)C(=O)[C@H](CC(N)=O)NC(=O)c1ccc2c(cccc2)n1,[N][Branch2][Ring2][S][C@H1][Branch2][Ring2][Ring1][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@@H1][C][C][C][C][C@@H1][Ring1][=Branch1][C][Ring1][P][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2]
[C@H]1(OC(N2Cc3c(F)cccc3C2)=O)CN2C(=O)[C@@H](NC(OC(C)(C)C)=O)CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(C3CC3)(=O)=O)NC(=O)[C@@H]2C1,[C@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][N][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C][=O][C][C][C][C][C][/C][=C][\C@@H1][C][C@@][Ring1][Ring1][Branch2][Ring1][C][C][=Branch1][C][=O][N][S][Branch1][=Branch1][C][C][C][Ring1][Ring1][=Branch1][C][=O][=O][N][C][=Branch1][C][=O][C@@H1][Ring2][Ring2][Ring1][C][Ring2][Branch1][Ring1]
C1CC1S(NC(=O)[C@@]12C[C@H]1/C=C\CCCCC[C@H](NC(OC(C)(C)C)=O)C(=O)N1C[C@H](OC(=O)N3Cc4cccc(F)c4C3)C[C@H]1C(=O)N2)(=O)=O,[C][C][C][Ring1][Ring1][S][Branch2][=Branch1][#C][N][C][=Branch1][C][=O][C@@][C][C@H1][Ring1][Ring1][/C][=C][\C][C][C][C][C][C@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C][=O][C][=Branch1][C][=O][N][C][C@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Ring1][#Branch2][C][C@H1][Ring2][Ring1][C][C][=Branch1][C][=O][N][Ring2][Ring2][#Branch2][=Branch1][C][=O][=O]
[C@H]12/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C[C@H](OC(N4Cc5c(F)cccc5C4)=O)C[C@H]3C(=O)N[C@]1(C(=O)NS(=O)(=O)C1CC1)C2,[C@H1][/C][=C][\C][C][C][C][C][C@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][N][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][=O][C][C@H1][Ring2][Ring1][C][C][=Branch1][C][=O][N][C@][Ring2][Ring2][=Branch2][Branch2][Ring1][C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][Ring2][Branch1][Ring1]
C1CCCC/C=C\[C@@H]2C[C@@]2(C(NS(=O)(C2CC2)=O)=O)NC(=O)[C@@H]2C[C@@H](OC(N3Cc4c(F)cccc4C3)=O)CN2C(=O)[C@H]1NC(OC(C)(C)C)=O,[C][C][C][C][C][/C][=C][\C@@H1][C][C@@][Ring1][Ring1][Branch2][Ring1][C][C][Branch1][=C][N][S][=Branch1][C][=O][Branch1][=Branch1][C][C][C][Ring1][Ring1][=O][=O][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][N][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][=O][C][N][Ring2][Ring1][C][C][=Branch1][C][=O][C@H1][Ring2][Ring2][O][N][C][Branch1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C][=O]
C1c2c(c(F)ccc2)CN1C(O[C@@H]1C[C@@H]2N(C1)C(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCC/C=C\[C@@H]1C[C@@]1(C(=O)NS(=O)(C1CC1)=O)NC2=O)=O,[C][C][=C][Branch1][#Branch2][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][N][Ring1][#Branch2][C][Branch2][=Branch1][=Branch1][O][C@@H1][C][C@@H1][N][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][/C][=C][\C@@H1][C][C@@][Ring1][Ring1][Branch2][Ring1][C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][Branch1][=Branch1][C][C][C][Ring1][Ring1][=O][N][C][Ring2][Ring2][Ring1][=O][=O]
C1(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCC/C=C\[C@@H]2C[C@@]2(C(NS(C2CC2)(=O)=O)=O)NC(=O)[C@@H]2C[C@@H](OC(N3Cc4cccc(F)c4C3)=O)CN12,[C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][/C][=C][\C@@H1][C][C@@][Ring1][Ring1][Branch2][Ring1][C][C][Branch1][=C][N][S][Branch1][=Branch1][C][C][C][Ring1][Ring1][=Branch1][C][=O][=O][=O][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][N][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][Ring1][#Branch2][=O][C][N][Ring2][Branch1][Ring1][Ring2][Ring1][C]
O=S(C1CC1)(=O)NC(=O)[C@]12NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCC/C=C\[C@@H]1C2)C[C@H](OC(N1Cc2c(cccc2F)C1)=O)C3,[O][=S][Branch1][=Branch1][C][C][C][Ring1][Ring1][=Branch1][C][=O][N][C][=Branch1][C][=O][C@][N][C][=Branch1][C][=O][C@H1][N][Branch2][Ring2][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][/C][=C][\C@@H1][Ring2][Ring1][=Branch2][C][Ring2][Ring1][#Branch2][C][C@H1][Branch2][Ring1][=Branch1][O][C][Branch1][P][N][C][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][F][C][Ring1][#Branch2][=O][C][Ring2][Ring2][=Branch1]
C1C/C=C\[C@H]2[C@@](C(=O)NS(=O)(=O)C3CC3)(C2)NC(=O)[C@@H]2C[C@@H](OC(N3Cc4c(c(F)ccc4)C3)=O)CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)CCC1,[C][C][/C][=C][\C@H1][C@@][Branch2][Ring1][C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][Branch1][Ring2][C][Ring1][N][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][Branch2][Ring1][=Branch2][O][C][Branch2][Ring1][Ring1][N][C][C][=C][Branch1][#Branch2][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][=O][C][N][Ring2][Ring1][C][C][=Branch1][C][=O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][Ring2][Branch1][Ring1]
O(C(N1Cc2c(F)cccc2C1)=O)[C@H]1CN2[C@H](C(=O)N[C@]3(C(NS(=O)(=O)C4CC4)=O)C[C@H]3/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C2=O)C1,[O][Branch2][Ring1][Branch1][C][Branch1][P][N][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][Ring1][#Branch2][=O][C@H1][C][N][C@H1][Branch2][Branch1][N][C][=Branch1][C][=O][N][C@][Branch2][Ring1][C][C][Branch1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][=O][C][C@H1][Ring1][N][/C][=C][\C][C][C][C][C][C@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][C][=O][C][Ring2][Ring2][=Branch1]
C1c2c(F)cccc2CN1C(=O)O[C@H]1CN2[C@@H](C1)C(=O)N[C@@]1(C(NS(=O)(=O)C3CC3)=O)[C@H](/C=C\CCCCC[C@H](NC(OC(C)(C)C)=O)C2=O)C1,[C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][N][Ring1][#Branch2][C][=Branch1][C][=O][O][C@H1][C][N][C@@H1][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][N][C@@][Branch2][Ring1][C][C][Branch1][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][=O][C@H1][Branch2][Ring1][=C][/C][=C][\C][C][C][C][C][C@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C][=O][C][Ring2][Ring2][C][=O][C][Ring2][Ring1][=C]
[C@H]([C@@H]1[C@]2(C)[C@@H](CC1)/C(=C/C=C1\C(=C)CC[C@H](O)C1)CCC2)(/C=C/[C@H](C)C(C)C)C,[C@H1][Branch2][Ring2][=Branch1][C@@H1][C@][Branch1][C][C][C@@H1][Branch1][Branch1][C][C][Ring1][=Branch1][/C][=Branch1][P][=C][/C][=C][\C][=Branch1][C][=C][C][C][C@H1][Branch1][C][O][C][Ring1][Branch2][C][C][C][Ring2][Ring1][Ring1][Branch1][N][/C][=C][/C@H1][Branch1][C][C][C][Branch1][C][C][C][C]
C1C(=C)/C(=C\C=C2\[C@@H]3CC[C@H]([C@H](C)/C=C/[C@@H](C(C)C)C)[C@@]3(C)CCC2)C[C@@H](O)C1,[C][C][=Branch1][C][=C][/C][=Branch2][Ring2][Branch1][=C][\C][=C][\C@@H1][C][C][C@H1][Branch1][S][C@H1][Branch1][C][C][/C][=C][/C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][C@@][Ring1][=C][Branch1][C][C][C][C][C][Ring2][Ring1][Ring1][C][C@@H1][Branch1][C][O][C][Ring2][Ring1][=N]
[C@H]1(O)CCC(=C)/C(=C\C=C2\[C@H]3[C@](C)(CCC2)[C@@H]([C@H](C)/C=C/[C@@H](C(C)C)C)CC3)C1,[C@H1][Branch1][C][O][C][C][C][=Branch1][C][=C][/C][=Branch2][Ring2][#Branch1][=C][\C][=C][\C@H1][C@][Branch1][C][C][Branch1][=Branch1][C][C][C][Ring1][#Branch1][C@@H1][Branch1][S][C@H1][Branch1][C][C][/C][=C][/C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][C][Ring2][Ring1][C][C][Ring2][Ring1][=N]
C1/C(=C\C=C2\C[C@@H](O)CCC2=C)[C@@H]2CC[C@H]([C@H](C)/C=C/[C@@H](C(C)C)C)[C@@]2(C)CC1,[C][/C][=Branch1][#C][=C][\C][=C][\C][C@@H1][Branch1][C][O][C][C][C][Ring1][#Branch1][=C][C@@H1][C][C][C@H1][Branch1][S][C@H1][Branch1][C][C][/C][=C][/C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][C@@][Ring1][=C][Branch1][C][C][C][C][Ring2][Ring1][=N]
