Augmented_Smiles,Augmented_Selfies,selfies_length
c1ccc2ccc(C(N[C@@H](C(C)C)C(=O)N[C@H]([C@H](O)CN3[C@H](C(NC(C)(C)C)=O)C[C@H](OCc4ccncc4)CC3)Cc3ccccc3)=O)nc2c1,[C][=C][C][=C][C][=C][C][Branch2][=Branch1][#Branch2][C][Branch2][=Branch1][Branch1][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][#Branch2][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][=N][C][Ring2][Ring2][S][=C][Ring2][Branch1][Ring2],92
c1cc(C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CC[C@@H](OCc3ccncc3)C[C@H]2C(=O)NC(C)(C)C)nc2c1cccc2,[C][=C][C][Branch2][=Branch1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=N][C][=C][Ring2][Ring2][S][C][=C][C][=C][Ring1][=Branch1],86
N1(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)c2ccc3ccccc3n2)[C@H](C(=O)NC(C)(C)C)C[C@H](OCc2ccncc2)CC1,[N][Branch2][Branch1][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Branch1][Ring2],88
N(C(=O)[C@H](C(C)C)NC(c1ccc2ccccc2n1)=O)[C@H]([C@@H](CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(NC(C)(C)C)=O)O)Cc1ccccc1,[N][Branch2][Ring1][S][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][=O][C@H1][Branch2][Ring2][Branch2][C@@H1][Branch2][Ring2][Ring1][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],87
C(c1ccncc1)O[C@H]1C[C@@H](C(NC(C)(C)C)=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC([C@H](C(C)C)NC(c2ccc3ccccc3n2)=O)=O)CC1,[C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][O][C@H1][C][C@@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][N][Branch2][Branch1][Ring1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][N][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][=O][=O][C][C][Ring2][Ring2][N],89
c1(C[C@H](NC(=O)[C@H](C(C)C)NC(c2nc3c(cccc3)cc2)=O)[C@H](O)CN2[C@H](C(NC(C)(C)C)=O)C[C@H](OCc3ccncc3)CC2)ccccc1,[C][Branch2][=Branch1][P][C][C@H1][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch1][P][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][=C][C][=C][C][=C][Ring2][Branch1][Ring2],92
CC(C)[C@H](NC(c1nc2c(cccc2)cc1)=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](CN1[C@H](C(NC(C)(C)C)=O)C[C@H](OCc2ccncc2)CC1)O,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][=Branch1][N][C][Branch1][P][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch2][Ring2][=Branch1][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][O],89
C(NC(C)(C)C)([C@@H]1C[C@H](OCc2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC([C@@H](NC(=O)c1nc2ccccc2cc1)C(C)C)=O)=O,[C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][Branch2][=Branch1][Branch2][C@@H1][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][N][Ring1][=C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][=N][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][C][C][C][=O][=O],87
c1ccccc1C[C@@H]([C@@H](CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(NC(C)(C)C)=O)O)NC(=O)[C@@H](NC(c1nc2c(cccc2)cc1)=O)C(C)C,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring2][Branch2][C@@H1][Branch2][Ring2][Ring1][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][Branch1][P][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][Branch1][C][C][C],87
c1cccc2c1ccc(C(=O)N[C@H](C(=O)N[C@H]([C@@H](CN1CC[C@@H](OCc3ccncc3)C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)C(C)C)n2,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][=Branch1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Branch2][C@@H1][Branch2][Ring2][Ring1][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=N][Ring2][Ring2][S],89
[C@H]1(C(NC(C)(C)C)=O)N(C[C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)c2ccc3c(cccc3)n2)O)CC[C@@H](OCc2ccncc2)C1,[C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][N][Branch2][Branch1][Branch1][C][C@H1][Branch2][Ring2][#C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][O][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring2][Branch1][Ring2],91
C(=O)([C@H]1N(C[C@@H](O)[C@@H](NC([C@@H](NC(c2nc3c(cccc3)cc2)=O)C(C)C)=O)Cc2ccccc2)CC[C@@H](OCc2ccncc2)C1)NC(C)(C)C,[C][=Branch1][C][=O][Branch2][=Branch1][#C][C@H1][N][Branch2][Branch1][#Branch1][C][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring2][Branch1][N][C][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][N][C][Branch1][P][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][Branch1][C][C][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring2][Ring2][=N][N][C][Branch1][C][C][Branch1][C][C][C],94
N(C([C@H](C(C)C)NC(c1nc2c(cc1)cccc2)=O)=O)[C@H]([C@@H](CN1[C@H](C(=O)NC(C)(C)C)C[C@H](OCc2ccncc2)CC1)O)Cc1ccccc1,[N][Branch2][Ring2][Ring1][C][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch1][P][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][=O][=O][C@H1][Branch2][Ring2][O][C@@H1][Branch2][Ring2][=Branch1][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],93
c1c(C[C@@H]([C@H](O)CN2[C@H](C(NC(C)(C)C)=O)C[C@H](OCc3ccncc3)CC2)NC([C@H](C(C)C)NC(=O)c2ccc3ccccc3n2)=O)cccc1,[C][=C][Branch2][=Branch1][S][C][C@@H1][Branch2][Ring2][#Branch2][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][N][C][Branch2][Ring1][N][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][=O][C][=C][C][=C][Ring2][Branch1][Ring2],91
N([C@H](C(N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(NC(C)(C)C)=O)=O)C(C)C)C(=O)c1ccc2c(cccc2)n1,[N][Branch2][=Branch1][C][C@H1][Branch2][Branch1][=Branch2][C][Branch2][Branch1][Ring2][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][=O][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2],89
N(C([C@@H](NC(=O)c1nc2ccccc2cc1)C(C)C)=O)[C@@H](Cc1ccccc1)[C@@H](CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(NC(C)(C)C)=O)O,[N][Branch2][Ring2][C][C][Branch2][Ring1][=N][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][C][C][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch2][Ring2][Ring1][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][O],88
c1cccc2c1ccc(C(=O)N[C@H](C(N[C@H]([C@H](O)CN1CC[C@@H](OCc3ccncc3)C[C@H]1C(NC(C)(C)C)=O)Cc1ccccc1)=O)C(C)C)n2,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][=Branch1][Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][#Branch2][C][Branch2][Branch1][Branch1][N][C@H1][Branch2][Ring2][#Branch1][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][Branch1][C][C][C][=N][Ring2][Ring2][S],89
c12c(nc(C(=O)N[C@@H](C(C)C)C(N[C@H]([C@H](O)CN3[C@H](C(=O)NC(C)(C)C)C[C@H](OCc4ccncc4)CC3)Cc3ccccc3)=O)cc1)cccc2,[C][C][=Branch2][#Branch1][Ring2][=N][C][Branch2][=Branch1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch2][Branch1][Branch2][N][C@H1][Branch2][Ring2][#Branch2][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][=C][C][=Ring2][Ring2][S][C][=C][C][=C][Ring2][Branch1][Ring2],95
n1ccc(CO[C@H]2C[C@@H](C(=O)NC(C)(C)C)N(C[C@@H](O)[C@@H](NC([C@@H](NC(=O)c3ccc4c(cccc4)n3)C(C)C)=O)Cc3ccccc3)CC2)cc1,[N][=C][C][=C][Branch2][#Branch1][Ring2][C][O][C@H1][C][C@@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][N][Branch2][Branch1][#Branch1][C][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring2][Branch1][N][C][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][C][Branch1][C][C][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring2][N][C][=C][Ring2][Branch1][Ring2],95
c12c(nc(C(N[C@@H](C(C)C)C(=O)N[C@H]([C@@H](CN3[C@H](C(NC(C)(C)C)=O)C[C@H](OCc4ccncc4)CC3)O)Cc3ccccc3)=O)cc1)cccc2,[C][C][=Branch2][#Branch1][Branch1][=N][C][Branch2][=Branch1][O][C][Branch2][=Branch1][=Branch1][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][O][C@@H1][Branch2][Ring2][=Branch1][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][=C][C][=Ring2][Ring2][S][C][=C][C][=C][Ring2][Branch1][Ring2],96
c1cc(C[C@H](NC([C@@H](NC(c2ccc3c(n2)cccc3)=O)C(C)C)=O)[C@H](O)CN2CC[C@@H](OCc3ccncc3)C[C@H]2C(NC(C)(C)C)=O)ccc1,[C][=C][C][Branch2][=Branch1][S][C][C@H1][Branch2][Ring2][Branch1][N][C][Branch2][Ring1][#C][C@@H1][Branch2][Ring1][=Branch1][N][C][Branch1][P][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1][=O][C][Branch1][C][C][C][=O][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][=C][C][=C][Ring2][Branch1][Ring2],91
CC(NC([C@@H]1C[C@H](OCc2ccncc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC([C@H](C(C)C)NC(=O)c1ccc2c(cccc2)n1)=O)=O)(C)C,[C][C][Branch2][=Branch1][#C][N][C][Branch2][=Branch1][=Branch2][C@@H1][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][N][Ring1][=C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][=O][=O][Branch1][C][C][C],87
[C@H]([C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2c(cccc2)n1)C(C)C)(CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(NC(C)(C)C)=O)O,[C@H1][Branch2][Ring2][S][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][C][Branch1][C][C][C][Branch2][Ring2][Ring1][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][O],89
C([C@H](C(C)C)NC(=O)c1ccc2ccccc2n1)(N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C)=O,[C][Branch2][Ring1][N][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][Branch2][Branch1][Ring2][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=O],86
c1cccc2c1nc(C(=O)N[C@@H](C(C)C)C(=O)N[C@H]([C@@H](CN1[C@H](C(NC(C)(C)C)=O)C[C@H](OCc3ccncc3)CC1)O)Cc1ccccc1)cc2,[C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch2][=Branch1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][O][C@@H1][Branch2][Ring2][=Branch1][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring2][S],91
c1nccc(CO[C@H]2C[C@@H](C(NC(C)(C)C)=O)N(C[C@H]([C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)NC(=O)c3ccc4ccccc4n3)O)CC2)c1,[C][=N][C][=C][C][Branch2][=Branch1][S][C][O][C@H1][C][C@@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][N][Branch2][Branch1][Ring1][C][C@H1][Branch2][Ring2][=N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][O][C][C][Ring2][Ring2][N][=C][Ring2][Branch1][Ring2],91
c1cc(CO[C@H]2C[C@@H](C(NC(C)(C)C)=O)N(C[C@@H](O)[C@@H](NC(=O)[C@H](C(C)C)NC(c3nc4ccccc4cc3)=O)Cc3ccccc3)CC2)ccn1,[C][=C][C][Branch2][=Branch1][S][C][O][C@H1][C][C@@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][N][Branch2][Branch1][Ring1][C][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch1][#C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring2][N][=C][C][=N][Ring2][Branch1][Ring2],91
c12ccc(C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN3[C@H](C(=O)NC(C)(C)C)C[C@H](OCc4ccncc4)CC3)nc1cccc2,[C][=C][C][=C][Branch2][=Branch1][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][N][=C][Ring2][Ring2][S][C][=C][C][=C][Ring2][Branch1][Ring2],90
[C@H]1(C(NC(C)(C)C)=O)N(C[C@H]([C@@H](NC([C@H](C(C)C)NC(=O)c2ccc3c(cccc3)n2)=O)Cc2ccccc2)O)CC[C@@H](OCc2ccncc2)C1,[C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][N][Branch2][Branch1][#Branch1][C][C@H1][Branch2][Ring2][P][C@@H1][Branch2][Ring2][Ring2][N][C][Branch2][Ring1][=C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][#Branch2][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring2][Branch1][Ring2],93
c12ccc(C(=O)N[C@H](C(=O)N[C@H]([C@@H](CN3[C@H](C(NC(C)(C)C)=O)C[C@H](OCc4ccncc4)CC3)O)Cc3ccccc3)C(C)C)nc1cccc2,[C][=C][C][=C][Branch2][=Branch1][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][=N][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][O][C@@H1][Branch2][Ring2][=Branch1][C][N][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][N][=C][Ring2][Ring2][S][C][=C][C][=C][Ring2][Branch1][Ring2],93
c1cnccc1CO[C@H]1C[C@@H](C(=O)NC(C)(C)C)N(C[C@@H](O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)c2ccc3ccccc3n2)Cc2ccccc2)CC1,[C][=C][N][=C][C][=C][Ring1][=Branch1][C][O][C@H1][C][C@@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][N][Branch2][Branch1][Ring1][C][C@@H1][Branch1][C][O][C@@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring2][N],87
N1(C[C@H]([C@@H](NC(=O)[C@@H](NC(=O)c2nc3c(cccc3)cc2)C(C)C)Cc2ccccc2)O)[C@H](C(=O)NC(C)(C)C)C[C@H](OCc2ccncc2)CC1,[N][Branch2][Branch1][#Branch1][C][C@H1][Branch2][Ring2][P][C@@H1][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][Ring2][Branch1][Ring2],93
c1c2c(cccc2)nc(C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)[C@@H](CN2CC[C@@H](OCc3ccncc3)C[C@H]2C(NC(C)(C)C)=O)O)c1,[C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=N][C][Branch2][=Branch1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch2][Ring2][Ring1][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][O][=C][Ring2][Branch1][Ring2],89
